age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
34,F,1078,En Couple,2,true,9187 SB 28
37,F,1373,En Couple,0,false,9176 EA 86
57,F,1128,En Couple,1,false,3786 OF 54
63,M,425,En Couple,0,false,3056 FF 25
24,F,159,En Couple,1,false,3593 XQ 93
25,M,423,Célibataire,0,false,7774 GB 67
65,F,473,En Couple,1,false,5939 ER 95
46,M,435,Célibataire,0,false,8156 EH 65
23,F,1288,En Couple,4,false,4764 PZ 66
21,M,495,En Couple,1,false,7769 HY 76
18,M,207,En Couple,0,false,3820 UG 40
26,F,427,En Couple,0,true,4020 JW 16
28,M,484,Célibataire,0,false,5146 NR 92
43,M,498,Célibataire,0,false,783 DZ 64
27,F,1284,Célibataire,0,false,5297 WE 19
68,M,1184,En Couple,3,false,940 AP 19
60,M,400,Célibataire,0,false,14 VC 34
59,M,193,En Couple,0,true,3827 EB 27
70,M,707,En Couple,1,false,159 XW 27
59,M,558,Célibataire,0,false,7546 CJ 90
51,F,455,En Couple,4,false,6005 PI 76
32,M,1100,En Couple,0,false,986 LH 24
28,M,402,Seule,3,false,4034 FQ 78
64,M,228,Seule,1,false,5601 HP 85
80,M,509,En Couple,0,true,3291 OA 39
75,M,592,En Couple,2,true,9754 XA 54
22,M,437,En Couple,3,true,1431 ZP 47
59,M,764,Célibataire,0,false,6790 GF 50
39,M,1129,En Couple,3,true,5614 YQ 93
36,M,593,En Couple,1,true,4965 DH 19
18,M,236,Célibataire,0,false,1467 XF 88
23,M,467,En Couple,0,false,4093 OT 97
50,F,557,Célibataire,0,false,4490 MC 86
52,M,467,En Couple,2,false,5954 TN 78
25,F,1276,En Couple,4,false,8489 GJ 83
39,M,512,En Couple,0,true,8139 PX 82
73,M,1346,Célibataire,0,false,666 AZ 43
57,M,230,En Couple,0,false,739 AT 52
54,F,570,En Couple,2,true,2175 SF 20
44,M,1073,En Couple,0,true,8629 XU 45
53,M,402,Célibataire,0,false,2861 AU 76
33,F,501,En Couple,3,false,6591 DL 26
22,F,531,Célibataire,0,false,8425 RG 34
43,M,413,En Couple,3,false,2095 US 82
79,M,943,En Couple,0,false,8797 XH 30
74,M,591,En Couple,2,false,1784 EP 72
43,F,1328,En Couple,1,true,6387 BT 62
52,F,1016,En Couple,1,true,494 SF 25
84,F,525,En Couple,1,true,4744 VI 10
22,F,414,En Couple,1,false,2981 OT 64
21,M,566,En Couple,4,false,4074 DJ 37
22,M,1270,En Couple,2,false,9253 CX 67
45,M,1055,Célibataire,0,false,5930 IP 11
23,M,463,En Couple,3,false,6201 EZ 75
37,M,183,Célibataire,0,false,5819 HX 33
25,M,495,En Couple,3,true,3930 ID 77
40,F,521,En Couple,0,true,6800 VX 91
46,M,499,En Couple,2,false,1976 IA 30
23,M,410,Célibataire,0,false,9761 IS 54
25,M,1125,Célibataire,0,false,6609 WU 85
34,M,496,Célibataire,0,false,8022 NH 78
19,F,546,En Couple,3,false,1656 GO 32
30,M,1012,En Couple,3,false,3018 SD 33
26,M,582,En Couple,3,false,6799 YT 22
29,M,429,En Couple,3,true,1849 EL 75
53,M,571,En Couple,0,false,7516 TC 10
26,M,232,En Couple,2,true,769 WN 34
26,M,151,En Couple,3,true,2487 WB 84
42,M,1272,Célibataire,0,false,4692 PT 29
67,M,979,En Couple,4,false,6170 DF 86
23,M,492,Célibataire,0,false,3588 BD 28
29,F,449,En Couple,2,false,7935 TR 29
26,M,533,Célibataire,0,false,3862 PY 21
21,M,522,En Couple,0,false,8933 RU 75
20,M,230,En Couple,0,true,8111 QR 10
21,M,520,Célibataire,0,false,5563 KT 44
35,F,910,En Couple,1,false,3737 YJ 90
57,M,448,Célibataire,0,false,7635 BU 50
37,M,212,Célibataire,0,false,9086 IL 58
22,M,909,En Couple,0,true,5056 JZ 47
61,M,547,Célibataire,0,false,155 VP 87
45,M,584,En Couple,2,false,3367 KP 95
18,M,456,En Couple,2,false,2430 WE 67
53,M,547,En Couple,3,false,625 VJ 80
37,M,1138,En Couple,4,false,2809 AM 40
23,M,887,En Couple,4,false,8231 TO 57
48,M,174,En Couple,4,false,9148 BD 36
47,M,537,Célibataire,0,false,308 EG 58
22,M,1118,Célibataire,0,false,6253 GU 46
77,M,1111,Célibataire,0,false,5879 MX 40
64,F,441,Célibataire,0,false,4275 AQ 77
34,F,722,En Couple,0,false,3021 IM 26
24,M,476,Célibataire,0,false,3862 CQ 72
21,F,599,En Couple,0,false,2858 IR 60
64,M,1045,Célibataire,0,false,4417 TV 82
33,M,497,En Couple,4,false,2593 DL 19
20,M,209,En Couple,4,true,784 KP 37
18,M,1213,Célibataire,0,false,9895 OV 73
42,M,534,En Couple,0,false,6082 FX 85
20,M,1268,En Couple,0,false,6195 JQ 55
26,F,1169,En Couple,3,false,3015 WF 54
54,F,440,En Couple,4,false,833 UK 80
51,M,809,En Couple,2,true,338 KQ 10
23,F,192,En Couple,2,false,9418 NL 40
58,M,1281,En Couple,0,false,6695 UH 64
30,M,158,En Couple,3,false,9132 MO 95
32,M,510,En Couple,3,false,6878 OM 28
55,M,527,En Couple,2,false,2376 JC 71
58,F,234,En Couple,1,false,7630 FK 48
19,M,564,En Couple,0,true,7006 WG 91
27,F,741,En Couple,4,true,6466 XD 60
58,M,429,Célibataire,0,false,3762 SN 59
54,M,1231,Célibataire,0,false,8727 OW 23
44,M,803,En Couple,1,false,5258 FK 18
46,M,518,Célibataire,0,false,8827 RW 52
65,F,1345,En Couple,1,false,9182 NN 50
26,M,423,En Couple,4,true,9759 QF 72
22,M,154,En Couple,2,false,1558 GC 42
25,F,531,En Couple,3,false,6518 QV 38
56,M,516,Seule,3,false,4943 WV 15
21,F,161,En Couple,2,false,8275 WU 48
69,F,453,Célibataire,0,false,7974 AQ 17
82,F,551,Célibataire,0,false,7310 AO 71
25,M,1353,Célibataire,0,false,5738 CD 12
51,Masculin,432,En Couple,2,false,6815 PG 60
54,M,216,En Couple,3,false,157 EB 15
38,F,1002,Célibataire,0,false,8529 RH 75
28,M,155,En Couple,0,false,4484 YB 30
52,M,558,En Couple,2,false,2624 LG 71
66,M,994,Célibataire,0,false,8002 XR 19
81,M,475,En Couple,2,false,3787 GC 63
44,M,909,En Couple,0,false,2816 VN 19
57,F,469,En Couple,3,true,1298 CK 20
26,M,407,Célibataire,0,false,9144 JZ 69
51,M,245,En Couple,4,false,1288 FK 71
41,F,193,En Couple,4,false,6932 FS 94
29,F,458,En Couple,1,false,625 OJ 45
49,M,921,En Couple,4,false,8979 IT 50
24,M,509,Célibataire,0,false,1253 DF 28
64,M,942,Célibataire,0,false,8021 NU 85
79,M,434,En Couple,0,false,5995 PD 94
58,M,496,Célibataire,0,false,5673 QK 43
36,M,555,Célibataire,0,false,6158 BZ 21
82,M,541,En Couple,1,false,277 FY 80
42,M,439,En Couple,1,false,4635 HS 43
59,M,1092,Célibataire,0,?,4014 GB 30
20,M,243,Célibataire,0,false,5184 CY 42
84,M,1362,En Couple,0,false,9467 FT 25
46,M,582,En Couple,1,false,2702 XT 19
20,M,824,Célibataire,0,false,2758 CT 30
29,F,156,En Couple,0,false,6248 BN 65
37,M,971,En Couple,4,false,1178 JD 98
60,M,565,En Couple,2,false,657 AA 36
36,M,518,Célibataire,0,false,1141 QG 67
35,M,193,Célibataire,0,false,1793 JD 30
18,M,541,Célibataire,0,false,6391 WI 45
22,M,477,Seule,2,false,4656 DB 36
57,F,165,Divorcée,3,false,337 XZ 87
36,F,181,En Couple,4,true,4489 PJ 90
75,M,426,En Couple,2,false,2631 EP 16
30,F,199,Célibataire,0,false,5688 BM 67
28,M,234,En Couple,4,false,1694 QQ 85
44,M,415,En Couple,1,false,5164 OW 43
71,M,222,En Couple,2,false,8254 SG 80
26,M,431,En Couple,0,false,8837 RV 66
34,M,246,En Couple,2,false,3008 RN 42
33,M,573,Célibataire,0,false,1894 EX 87
56,M,993,Célibataire,0,false,9152 OF 52
67,F,523,En Couple,2,false,6916 HF 55
55,M,215,En Couple,1,true,7435 BK 87
71,M,568,En Couple,0,false,9124 IE 36
25,M,993,En Couple,0,false,5234 XM 17
19,F,413,En Couple,3,false,1984 JT 60
69,F,920,Célibataire,0,false,3653 YQ 83
57,M,1070,En Couple,0,true,6483 YR 44
46,M,435,Seule,3,false,9801 ZE 54
80,F,1199,Célibataire,0,false,6232 RI 17
56,M,543,En Couple,1,false,8034 QL 22
40,M,518,En Couple,3,false,702 AA 95
81,M,503,Célibataire,0,false,6408 LM 41
41,M,1246,Célibataire,0,false,6486 KD 42
31,M,501,En Couple,1,false,3046 WA 94
26,M,1231,Célibataire,0,false,9555 AM 94
27,F,517,Seule,1,false,8854 MP 35
53,M,196,Célibataire,0,false,5784 LL 81
63,M,594,En Couple,2,false,4469 RL 10
29,F,422,En Couple,0,false,3725 QJ 77
59,F,584,En Couple,1,false,7429 XQ 19
66,F,170,Célibataire,0,false,5386 YM 88
21,M,1095,En Couple,4,false,1573 DA 62
30,M,967,En Couple,0,true,186 WG 43
40,M,221,Célibataire,0,false,1355 AA 77
24,F,465,En Couple,0,false,6953 BE 84
23,M,577,En Couple,4,false,4666 CR 27
29,F,528,Célibataire,0,false,5894 KC 65
67,M,991,Célibataire,0,false,1419 AP 58
59,M,1362,En Couple,1,false,9153 DQ 78
40,M,561,Seule,2,false,3288 AF 48
18,F,564,En Couple,2,false,6813 AA 79
18,M,485,En Couple,2,false,6572 NE 40
51,M,422,Célibataire,0,false,4015 IP 83
47,M,460,Célibataire,0,false,9524 GA 52
18,M,1362,En Couple,2,false,7756 HG 96
27,M,1065,Seule,2,false,3840 LB 46
68,M,166,En Couple,3,false,8862 QL 91
42,M,521,Célibataire,0,false,4914 BR 14
60,F,511,Divorcée,1,false,7984 FO 46
42,M,177,En Couple,0,true,6205 EW 37
45,F,441,Célibataire,0,false,3117 GQ 90
38,M,1197,En Couple,0,false,3062 IN 54
28,M,567,En Couple,4,false,9748 XQ 98
84,F,853,En Couple,1,false,4214 ZA 87
33,F,202,Célibataire,0,false,1014 UE 83
60,F,760,En Couple,0,false,7046 FT 37
29,M,579,Seule,2,false,3974 GA 53
34,M,1232,En Couple,3,false,9554 MA 78
28,M,417,Célibataire,0,false,9463 TY 31
29,F,159,En Couple,3,true,9318 SO 66
82,M,448,En Couple,1,true,9249 AO 88
25,F,241,En Couple,3,true,67 HO 28
51,F,580,Seule,1,false,653 TR 75
21,M,242,En Couple,1,false,9498 BM 76
46,M,441,En Couple,2,false,1091 PC 90
18,M,599,En Couple,0,false,8975 DT 69
62,M,447,Célibataire,0,false,2642 FJ 45
42,F,448,Célibataire,0,false,8759 DA 47
50,M,522,En Couple,0,false,4888 PE 88
37,F,1292,Célibataire,0,false,3130 IZ 11
45,F,422,En Couple,0,false,5301 HV 50
35,F,480,En Couple,1,false,5185 LG 28
23,M,912,Célibataire,0,false,3197 SG 69
33,M,195,Célibataire,0,false,5000 ZY 55
20,F,481,Célibataire,0,false,3682 YR 42
32,M,477,En Couple,3,true,6989 SK 39
19,M,410,Célibataire,0,false,1677 RX 50
22,F,762,En Couple,0,false,7758 HD 33
22,F,464,Célibataire,0,false,9781 ZY 41
21,M,538,En Couple,2,false,3567 YF 81
24,M,570,En Couple,0,false,8741 QF 55
37,F,1291,En Couple,4,false,4449 PP 60
21,F,170,En Couple,1,false,7674 CN 78
19,F,406,Célibataire,0,false,1083 PI 40
33,M,473,Seule,1,false,8931 SP 17
39,M,598,Seule,1,false,7973 EN 56
84,M,584,En Couple,0,false,1023 VU 47
78,F,406,En Couple,0,false,7223 GE 10
32,F,469,Célibataire,0,false,8545 HA 21
27,M,402,Célibataire,0,false,1854 SP 81
18,M,506,Célibataire,0,false,8943 AZ 26
36,M,772,En Couple,1,false,4567 EZ 20
34,F,158,Célibataire,0,false,4430 QR 31
19,F,571,En Couple,2,false,2242 UK 19
33,F,476,Seule,3,false,1879 YF 46
71,F,849,En Couple,0,true,4335 XH 65
42,M,507,En Couple,0,false,7333 LZ 72
64,M,193,En Couple,2,true,7523 QL 83
21,F,577,En Couple,2,false,3540 MU 91
55,M,190,En Couple,0,false,9204 IT 51
27,M,238,En Couple,2,false,8659 GT 40
24,F,248,En Couple,0,false,408 QU 74
30,F,709,Célibataire,0,false,466 PZ 39
42,F,522,En Couple,0,false,9706 ZN 32
67,F,941,En Couple,1,true,9652 NU 53
74,M,236,En Couple,1,false,5269 RL 51
58,M,1112,En Couple,0,false,9006 KQ 83
22,M,444,En Couple,0,false,3542 KR 27
40,M,915,En Couple,1,false,3398 SP 32
68,M,454,En Couple,1,false,2957 IK 89
27,M,449,En Couple,0,false,1204 FF 15
25,M,460,Célibataire,0,false,3580 IY 50
20,F,449,En Couple,4,false,2259 YX 28
42,F,403,En Couple,4,false,6774 OU 48
19,M,154,Seule,2,false,3088 UJ 53
57,M,543,En Couple,2,false,7329 YZ 23
61,M,595,Célibataire,0,false,3226 EQ 98
45,M,1288,Célibataire,0,false,7956 CG 65
25,M,595,Célibataire,0,false,9504 TR 49
79,M,215,En Couple,1,true,6297 CU 97
56,M,169,Célibataire,0,false,886 GO 56
56,F,528,En Couple,1,false,1979 YR 27
49,M,1052,En Couple,3,false,9855 LO 76
18,F,158,En Couple,0,false,5513 JB 34
26,N/D,861,En Couple,3,false,7731 GE 94
28,M,240,Seule,3,false,2913 DR 53
84,M,435,En Couple,3,false,3691 UK 20
65,F,435,En Couple,3,false,3317 SU 95
49,M,1214,Célibataire,0,false,9824 FI 75
27,M,1048,Célibataire,0,false,1641 SF 12
61,M,524,Célibataire,0,false,175 GR 72
80,M,467,Célibataire,0,false,8930 AL 15
58,M,440,Célibataire,0,false,151 GZ 62
58,M,584,En Couple,2,true,792 UQ 24
29,F,248,Célibataire,0,false,6920 DM 58
61,M,1159,Seule,2,false,6212 JD 96
80,F,501,En Couple,1,false,485 OR 71
25,F,236,Célibataire,0,false,4834 OS 14
24,M,412,En Couple,1,false,4995 HA 83
18,F,466,En Couple,0,false,9168 ZO 90
83,F,429,En Couple,3,false,9543 MH 46
18,F,520,Célibataire,0,false,6349 QN 54
77,F,875,En Couple,1,false,5387 XT 10
31,M,1249,Célibataire,0,false,4970 EZ 46
19,F,1269,En Couple,?,false,4538 FK 14
21,M,595,Célibataire,0,false,6059 SO 38
26,F,229,En Couple,0,true,5823 PP 74
23,M,458,En Couple,2,false,2823 GX 60
84,F,559,En Couple,4,false,3049 AQ 90
62,M,1247,En Couple,3,false,3923 XN 26
77,M,208,Seule,3,false,3834 DS 39
62,M,866,En Couple,2,false,2491 BN 88
77,M,199,En Couple,1,false,6962 IN 83
66,M,487,En Couple,0,false,5401 XF 39
28,M,455,En Couple,3,false,2472 EW 43
58,M,483,Célibataire,0,false,875 GZ 89
36,F,172,En Couple,1,false,9793 CR 74
79,M,526,En Couple,2,false,960 LT 71
22,M,536,Seule,1,false,6390 FD 58
59,M,435,Seule,1,false,6875 UI 86
72,F,415,Célibataire,0,false,7330 MA 55
28,M,553,En Couple,2,true,9230 EK 54
65,F,431,En Couple,2,false,2593 GU 19
53,F,432,Marié(e),4,true,6512 WM 65
25,M,865,En Couple,3,false,2162 YD 45
21,F,587,En Couple,1,false,1223 RW 50
39,M,877,En Couple,0,false,3910 WM 31
31,M,1310,Célibataire,0,false,7662 RU 76
42,M,531,En Couple,0,true,3710 IK 11
73,M,1282,En Couple,4,false,6672 OJ 24
59,F,588,En Couple,0,false,240 SG 70
49,M,1237,En Couple,1,false,8074 CX 80
20,M,1101,En Couple,3,false,4273 WY 12
57,M,934,En Couple,4,false,6444 EF 46
33,F,1196,Célibataire,0,false,7452 HH 10
58,M,199,En Couple,2,true,3512 NK 96
23,F,437,En Couple,2,false,201 OH 63
63,M,543,Célibataire,0,false,8369 BE 11
41,Féminin,206,En Couple,2,true,806 OL 38
29,M,1292,Célibataire,0,false,7741 AR 52
36,M,487,Célibataire,0,false,5794 WS 69
49,M,174,En Couple,1,false,371 GK 84
35,M,794,En Couple,0,false,8252 LT 91
50,M,497,En Couple,0,false,4782 LB 91
35,F,978,En Couple,2,true,3576 MB 96
27,F,482,En Couple,1,false,4791 TK 82
19,M,435,En Couple, ,false,8649 TT 62
52,M,459,En Couple,2,false,4398 JS 56
32,M,415,Célibataire,0,false,9559 FZ 36
42,M,962,En Couple,0,false,2193 XD 21
73,M,584,En Couple,2,true,5739 KC 16
78,M,217,Célibataire,0,false,9298 MU 18
35,F,453,En Couple,3,false,1662 FE 15
25,F,412,Célibataire,0,false,4005 BC 60
47,M,1204,Célibataire,0,false,141 WU 11
50,M,453,En Couple,1,false,1423 EW 48
43,F,167,Célibataire,0,false,7127 XH 98
73,F,442,En Couple,2,false,5064 CF 34
24,M,715,Célibataire,0,false,1084 QC 21
44,M,1182,Célibataire,0,false,7625 OE 91
22,M,444,En Couple,3,true,2591 LK 31
22,F,570,En Couple,1,false,2638 CJ 64
52,M,749,Célibataire,0,false,9397 DI 49
47,M,168,Célibataire,0,false,7589 RI 85
70,M,1179,Célibataire,0,false,820 AD 12
34,M,886,En Couple,0,false,7661 YF 29
20,F,1065,En Couple,0,true,4212 RA 75
29,M,422,En Couple,3,false,583 VP 75
19,M,213,En Couple,4,false,5921 DK 32
65,M,546,Célibataire,0,false,7256 KS 82
52,F,916,En Couple,0,true,6742 SB 55
51,F,468,Célibataire,0,false,308 RY 95
72,F,198,Célibataire,0,false,7490 BF 88
28,M,1155,Célibataire,0,false,4484 NK 44
25,M,204,En Couple,1,false,4583 PW 71
23,M,955,En Couple,3,false,7201 JB 56
34,M,907,Célibataire,0,false,5429 EV 51
65,M,472,En Couple,0,false,7974 XB 89
24,F,1077,Seule,2,false,9843 ZR 81
33,Homme,527,En Couple,4,false,97 FQ 71
27,M,159,Célibataire,0,false,4998 LV 15
30,M,1396,En Couple,2,true,4593 GH 91
74,M,972,En Couple,3,false,24 PK 18
26,M,1112,En Couple,0,false,3977 WT 90
72,M,472,En Couple,4,false,4737 RJ 30
54,M,1159,En Couple,4,false,8843 QJ 55
51,F,481,En Couple,0,false,7585 RS 42
54,F,239,En Couple,0,true,1038 JI 12
59,Femme,527,En Couple,1,false,9588 QS 14
67,F,572,En Couple,0,false,7336 IE 31
56,N/D,1007,En Couple,1,false,8267 NX 28
46,F,546,En Couple,4,false,9172 SI 14
46,F,161,En Couple,3,false,7305 HW 97
67,M,437,Célibataire,0,false,9661 AG 59
69,M,959,En Couple,4,false,2019 AL 50
34,F,566,En Couple,0,false,5168 IS 13
39,M,242,En Couple,2,false,447 YK 72
28,M,516,En Couple,2,false,2862 TG 48
59,F,547,En Couple,0,false,3957 AX 31
28,F,555,En Couple,3,false,167 EH 79
62,F,1372,En Couple,1,false,6545 JS 94
66,M,1056,Célibataire,0,false,5359 FF 76
31,M,574,En Couple,1,false,6702 GG 55
58,M,493,Célibataire,0,false,4748 IV 90
53,M,959,En Couple,4,false,699 TR 63
49,M,578,Célibataire,0,false,437 ZZ 17
84,M,1052,En Couple,2,false,1066 YY 20
58,M,407,En Couple,3,false,3140 DZ 98
56,M,560,En Couple,3,false,1259 AD 46
77,F,557,En Couple,2,false,5877 OH 41
35,M,497,En Couple,3,false,9589 JJ 58
56,M,590,En Couple,2,false,2916 ZN 36
55,M,401,En Couple,0,false,1933 AE 95
27,F,244,En Couple,3,false,9922 XY 35
46,M,780,Célibataire,0,false,7949 RJ 57
18,M,1246,En Couple,0,true,417 LO 53
41,F,524,En Couple,2,true,1070 TQ 95
35,M,480,En Couple,0,false,4691 MK 77
24,M,547,En Couple,3,false,5837 PJ 26
35,F,412,Seule,1,false,5886 PK 17
20,M,1159,En Couple,1,false,2329 WI 14
22,M,232,En Couple,2,false,6330 YM 13
24,M,587,Célibataire,0,false,8882 SU 62
49,M,243,En Couple,4,false,1888 SY 72
37,M,709,En Couple,3,false,1884 TU 26
19,M,1242,Célibataire,0,false,9452 ZX 42
23,F,510,En Couple,0,false,3273 KC 11
84,F,505,En Couple,3,false,9996 QT 61
76,M,1286,En Couple,4,true,5746 PG 52
37,M,533,Célibataire,0,false,3071 SN 18
26,M,213,En Couple,1,true,815 ZB 30
43,M,805,Marié(e),3,true,3159 DI 58
37,M,440,En Couple,2,false,7577 UK 55
31,Femme,1051,En Couple,2,false,7766 ZX 42
 ,M,839,Célibataire,0,false,6142 RG 30
67,M,1345,En Couple,2,true,1940 IP 48
46,M,473,Célibataire,0,false,1581 BY 91
81,M,241,En Couple,2,false,4647 YN 93
35,F,701,Célibataire,0,false,2133 PI 22
34,M,407,En Couple,0,false,4248 ZY 23
41,M,479,Célibataire,0,false,9018 DU 31
50,M,977,Célibataire,0,false,1428 NV 45
47,F,247,En Couple,0,true,9632 WO 57
67,F,857,En Couple,1,false,3032 KW 30
49,F,528,En Couple,2,false,6525 XZ 44
35,M,404,Célibataire,0,false,724 BY 96
21,M,1198,En Couple,3,true,1243 VQ 62
34,M,471,Célibataire,0,false,425 NO 12
80,M,547,Célibataire,0,false,2131 WL 16
27,?,425,En Couple,4,false,1210 WD 11
26,F,580,En Couple,2,false,6194 FE 42
40,M,1232,En Couple,2,false,8542 HN 81
26,M,595,Célibataire,0,false,4391 TJ 27
58,F,593,En Couple,3,false,7900 ZC 86
43,M,499,Seul,0,false,8786 HF 96
?,M,551,Seule,3,false,764 ZU 11
55,F,497,En Couple,0,false,6823 TY 92
21,M,476,En Couple,1,false,1052 MU 80
47,M,485,Seule,1,false,72 PE 36
19,F,548,En Couple,4,false,8233 JJ 30
57,F,939,Célibataire,0,false,5950 BZ 25
26,F,429,Célibataire,0,false,4609 KA 97
25,F,1127,En Couple,2,false,2641 DF 41
20,F,176,Célibataire,0,false,9911 FX 50
48,M,597,En Couple,1,false,5898 TV 20
49,M,1317,Célibataire,0,false,1854 MT 29
37,F,1348,En Couple,1,false,9032 WX 39
24,F,586,En Couple,4,true,1964 EY 11
46,F,1211,En Couple,3,true,9671 NB 94
26,M,439,En Couple,4,false,3721 PZ 44
83,M,762,En Couple,2,true,9130 DJ 26
20,M,1063,Célibataire,0,false,1085 YK 33
22,F,476,En Couple,3,true,1185 LI 59
27,M,576,En Couple,0,false,2916 RA 14
78,M,487,En Couple,4,true,3347 SD 91
57,M,511,En Couple,0,false,5693 WT 58
56,M,519,En Couple,3,false,9637 ZN 88
38,F,440,Célibataire,0,false,166 RE 43
84,M,561,En Couple,3,false,4305 CX 34
47,M,448,En Couple,0,true,4177 JS 34
51,F,1215,En Couple,1,false,4240 JW 33
59,M,1298,En Couple,3,false,9330 RU 91
50,M,495,En Couple,0,false,9295 BQ 68
24,M,852,Célibataire,0,false,9695 ZV 63
59,M,1221,En Couple,2,false,5309 XC 10
35,M,449,En Couple,1,true,3422 MF 77
57,M,1196,En Couple,2,true,6987 KY 28
26,M,730,En Couple,2,true,4153 SB 20
24,M,1360,En Couple,1,false,6970 ZD 71
61,F,1060,En Couple,0,false,8781 WA 44
23,M,971,Célibataire,0,false,848 XX 77
64,F,1204,Célibataire,0,false,6373 XH 52
27,M,508,En Couple,1,false,9411 EU 37
42,M,221,Célibataire,0,false,4211 VB 73
53,M,1285,Célibataire,0,false,8091 AW 49
31,M,448,En Couple,0,false,3592 XS 86
20,M,471,Célibataire,0,false,8596 YV 20
38,M,164,En Couple,3,false,4295 PC 32
43,M,459,Célibataire,0,false,6681 II 34
79,M,1282,En Couple,4,false,1109 TU 91
18,M,219,En Couple,3,true,1306 WP 88
21,M,1076,Célibataire,0,false,5115 TF 95
52,F,221,Célibataire,0,false,4550 LR 27
68,F,1280,Seule,3,false,4722 BM 41
44,M,528,Célibataire,0,false,2657 SU 84
77,M,239,Célibataire,0,false,2885 TR 37
32,M,890,En Couple,2,false,1871 QZ 78
53,M,1280,Célibataire,0,false,3634 WO 41
29,F,1160,Célibataire,0,false,9318 BJ 68
31,M,552,En Couple,4,false,809 AU 50
50,M,543,Célibataire,0,false,6816 GR 28
33,M,881,En Couple,4,false,3707 FZ 93
52,M,1080,Seule,3,false,9286 LG 43
41,F,578,En Couple,0,false,8251 OQ 67
21,F,1127,En Couple,4,false,3013 IQ 97
45,M,498,Célibataire,0,false,1632 AH 76
26,M,515,En Couple,1,false,9484 RR 17
54,M,506,Seule,2,false,1393 CY 82
72,M,245,En Couple,1,false,4476 KG 80
41,F,526,En Couple,2,true,8071 JQ 13
55,F,164,Célibataire,0,false,4006 OU 84
84,M,446,En Couple,2,false,2893 UE 16
38,M,590,En Couple,1,false,736 HW 50
37,M,405,Célibataire,0,false,1091 PU 73
72,M,1332,En Couple,3,false,6080 RA 39
39,M,442,En Couple,1,false,2518 MF 24
39,M,215,Célibataire,0,false,3694 MZ 61
31,M,184,En Couple,2,false,6377 WS 68
84,M,429,En Couple,2,false,38 ED 32
47,M,182,Célibataire,0,false,2656 OB 45
18,M,706,En Couple,0,true,4819 KF 54
22,M,511,En Couple,0,false,3471 MO 13
34,M,1300,Célibataire,0,false,8453 QF 95
57,F,415,En Couple,1,false,6030 NH 90
21,F,548,En Couple,2,false,4651 EA 69
42,M,400,En Couple,0,false,8343 PB 29
82,M,247,En Couple,0,false,521 LW 52
18,M,159,Célibataire,0,false,6086 BF 82
34,F,576,En Couple,1,false,3875 AJ 52
37,F,185,Seule,1,false,6920 UW 94
35,F,451,Célibataire,0,false,3279 EA 91
40,M,163,Marié(e),4,false,5388 LK 17
59,M,512,En Couple,2,false,1623 EI 85
27,M,523,En Couple,1,false,6260 SA 21
42,F,1220,En Couple,3,false,7204 RT 50
35,M,218,En Couple,1,true,6100 KA 89
44,M,574,Célibataire,0,false,5875 QD 94
30,M,430,En Couple,2,true,7954 CZ 94
35, ,972,En Couple,1,false,5956 IQ 85
39,F,455,En Couple,0,false,8084 QV 36
39,M,473,Célibataire,0,false,4005 JX 69
30,M,458,Célibataire,0,false,7796 QW 17
55,M,458,En Couple,3,false,5403 PU 73
20,M,1204,En Couple,0,false,4831 FP 68
45,F,447,En Couple,0,false,6888 UF 16
65,M,585,En Couple,1,false,6241 CX 83
43,M,585,Célibataire,0,false,7285 OW 24
19,M,183,En Couple,3,false,4730 XJ 65
38,F,521,Célibataire,0,false,5386 MB 60
42,M,1201,En Couple,0,true,9163 BF 70
29,F,580,En Couple,0,false,7056 ZF 76
40,F,188,Célibataire,0,false,9705 OE 13
21,M,466,En Couple,0,true,3366 JB 60
45,M,470,Célibataire,0,false,6201 QZ 87
47,M,1033,En Couple,2,false,8488 OE 15
19,M,547,En Couple,4,false,418 NU 64
31,M,551,En Couple,2,true,9097 PP 70
59,M,598,En Couple,1,true,4253 FK 76
20,M,572,En Couple,2,false,8426 PF 66
28,M,1008,Célibataire,0,false,6488 UR 51
22,M,181,Célibataire,0,false,5344 HQ 85
29,M,894,Célibataire,0,false,9950 LG 98
